epoch,train_loss,test_loss,train_mse_loss,test_mse_loss,train_kld_loss,test_kld_loss,train_mmd_loss,test_mmd_loss,train_disc_loss,test_disc_loss
32,34.54793699805999,38.670954102923154,31.740950192941728,31.813312639856036,17.88561518661811,14.764662177699387,0.025524741853289592,0.02046543245862244,0.2373138494560938,0.6505544943035029
33,34.11103975925299,37.95930384982164,31.28510159543713,31.56314942183768,19.663658081113226,16.921603208894183,0.02776281531814419,0.021462792803527444,0.23519510612882616,0.6012525123775385
34,34.14074718738761,37.26056375928745,31.465903862662937,31.066219414875007,18.057881904075213,17.615207088980704,0.02458670194191701,0.022956498868905814,0.2248643339918855,0.5788856749511828
35,34.603263590341946,36.93614233223496,32.050508933299035,30.866392785576497,18.284987059395636,16.653854886437678,0.024442396505409494,0.02432078161057393,0.21257253251064692,0.5660246514780506
36,34.087662622446906,37.220350192610624,31.58862853233162,31.144699473289926,17.321576569696216,21.58315812858047,0.023447751084252087,0.030944417996011723,0.20915753630411518,0.5550684160108019
37,34.54516816688011,38.82165735694254,32.05612571160202,32.78398781065728,18.43768713724278,18.41747466166308,0.02475577105036782,0.033494076911051565,0.2057355357062481,0.5518888863408642
38,33.440964206100425,37.30457280395897,31.079745720719437,30.99322261324354,17.596840106008,17.613724204385356,0.02386886735096612,0.025482046376368042,0.19468001665218787,0.5880647390891033
39,33.94115505925835,36.621232221081,31.694703813099192,30.54743330645713,17.099999370477388,16.175201501056648,0.021934396318157617,0.03354291323643581,0.1856326621163951,0.5576953284300057
40,33.73869421293059,36.91984804724432,31.50213404262767,30.916647698469223,17.393181739865668,16.449605553013505,0.02370454191856677,0.01479184627532959,0.18258199713590656,0.5690933753540561
41,34.07905976058882,36.87214670363505,31.876690586509607,31.12403992330952,17.476503291703246,16.481905402651257,0.022792415698166087,0.025893884099972477,0.17999079561961429,0.5324607907207148
42,33.291707710841735,38.3724395241707,31.136557654651533,32.0728381150847,17.468305515816144,16.303115079357365,0.023150644186512588,0.027990500638439397,0.1749192127419631,0.5856945146420959
43,33.599657895315026,38.60968707625274,31.556792114091955,32.45966069409802,17.12312780682693,16.2022467084751,0.021702070370354615,0.02126123191444737,0.16548308821113974,0.5775604175913865
44,33.70279689944918,37.93811720343912,31.64923590955222,31.45787239074707,18.084471444034822,15.254997563210262,0.023989660355745984,0.02488370989538302,0.16330595720378335,0.6079106517847935
45,32.91368245956538,38.80855895607335,30.914978706623284,32.43379118488093,17.649794774896957,16.065389548137688,0.023700161053396552,0.022791800984911098,0.15854412078371513,0.5986423893908787
46,33.19198180220621,37.79531475237221,31.275924722861756,31.002189016645882,17.062051637703195,15.406167589175473,0.0221841352065201,0.026938041304327122,0.15238170729487982,0.6369952918237941
47,33.217665656448325,37.34743505830218,31.355409628290044,31.50097946604346,16.55216384116951,14.830800669967749,0.02140164085666237,0.010778226670186231,0.1482932008040683,0.5590473203712208
48,33.23791788545106,36.74079630177492,31.353994630486763,30.5361705707137,16.636410649780117,20.480637884443734,0.021311045607642444,0.02704083463948244,0.15046618250853686,0.5729681576133534
49,33.387162230508714,37.19074058532715,31.502880991572308,30.838708087896844,18.345926551867628,16.336850056982342,0.024884717238833533,0.03029391795966276,0.14522237070809926,0.5886027803466578
50,33.11096167625369,37.70731527486424,31.34232853989467,31.393147426046383,17.072510821740035,14.746804692942625,0.021537733657280806,0.022696981004848602,0.13827460755884666,0.5939957026843052
51,32.9551108773712,37.68603960268057,31.192507376146438,31.70124639523257,17.071599588369775,15.233453167471916,0.02159033498495741,0.019000336622736258,0.13762000426912055,0.5642645352395477
52,32.84282865304776,37.8595148681835,31.102556584741148,31.642161812751915,16.588489912964803,17.17784797765647,0.021219013444602947,0.02662887163222975,0.1362409331750058,0.5779552109492053
53,32.67902260851067,37.754625867126855,30.967579898931792,31.379138946533203,17.01961033789398,21.052337925904876,0.022343159484131563,0.031710719606678955,0.13180384365246273,0.5848173374772832
54,32.14133193730698,38.15133462893735,30.446907639808362,31.646389548186285,16.978656889532534,14.89708184284769,0.022381413928078263,0.018479524903995976,0.1301047455655206,0.6171363683263208
55,33.05327564005352,38.74842363102421,31.371293402084,31.766570109470635,17.919699334732407,32.118571907092054,0.024163118713652083,0.0786007627560075,0.1261395683287002,0.5875446250674071
56,32.731924476525975,36.5922399265751,31.11051937869138,30.735461113559214,17.358586373536482,14.262178238789748,0.020996693150161783,0.017440316024099945,0.12380622898507149,0.5539928344404621
57,32.80754475337465,38.15374475224003,31.246716889578973,31.471896912641586,15.77100298288838,17.24830665709866,0.0194929580554328,0.02855605532409279,0.12083832066639534,0.622408987894939
58,32.48924821478022,37.77148418062052,30.87872207622089,31.40411775431056,16.433004873183073,18.232663986789195,0.021677548165821358,0.027868484995167725,0.12296374011880068,0.5906633759380147
59,32.472931653337405,37.255027394385856,30.9750142695044,30.2551149501922,16.013700938895536,15.757154896001147,0.01971405805529231,0.04103549270872857,0.11408368851084386,0.6432396262694317
60,32.584947727525325,37.61467785440433,31.020918330268177,31.437792838758725,16.815015539183946,15.074398642132996,0.021783096711044118,0.013751537936508277,0.11782661772897596,0.5888763148883346
61,32.67078315876329,37.72022783072891,31.14986219186612,30.73327851751048,16.331644491161533,16.462255046625806,0.020872515180836552,0.028539220238946804,0.11490881508645004,0.6537219940856763
62,32.55034841722844,37.46299475165689,31.01157550860549,30.82368002727533,16.80180686697021,16.916438995652896,0.022865940390340508,0.02572479369534049,0.1142324091142515,0.6213159542174855
63,33.48859032096765,51.06078170970747,31.252908140802017,31.505391442851657,34.39888704646274,429.432960850418,0.05413163478112282,0.8332256560872315,0.1350918325876622,0.6937136462159977
64,33.13648933278935,38.59228137799889,30.771855976270594,31.933845799440032,36.30222502145011,18.566330806464904,0.07207421100962802,0.02610458386172155,0.12815896571254182,0.6211987530729574
65,31.77231603266333,38.4281348574693,30.40628112490525,31.635014345691463,15.392519198415224,12.299226366030942,0.016903524203678532,0.014518948117638849,0.10432435539872635,0.6525083875200551
66,32.400722671957574,38.10343588081894,31.0461587649782,31.48799508696149,14.568152406941289,13.92843714793017,0.01589637598418214,0.017509039040583714,0.10500775880473273,0.6301241362360632
67,31.917472301541693,37.24649124388482,30.613328036139993,30.645998450601176,14.728855506233547,14.089113490596699,0.015777465022738326,0.01707600484228438,0.09992389328053693,0.6289012315356808
68,32.334368706969045,36.7693010682513,30.938784948090458,30.72781210492371,15.466964165572925,13.759106538857624,0.019428373297766956,0.013366193528387957,0.10468247037469064,0.5770369744414736
69,32.120524127160195,36.98263462333922,30.749443509084795,30.34128072459227,15.727035267578671,15.108532522894015,0.019109877479045898,0.02161705569856486,0.10229026034350513,0.6274314296853011
70,32.04409695525303,37.843914019833704,30.677663089674148,31.13259033033043,16.361688262666277,15.493468321053086,0.02035983367954069,0.018500146592498583,0.09994222703056357,0.637157254537959
71,32.28792549216229,37.898253750649225,30.861382027111397,31.073707349740776,17.729314235775064,15.02010511288977,0.022235377365365967,0.017402432526752446,0.10271188811591976,0.6500495199564915
72,32.08814343406112,37.789389822893085,30.734555320056806,31.03722661012297,16.091302103398707,15.160364169224053,0.01954556609053746,0.016663449585058127,0.09974150067252462,0.6434091669359024
73,31.694929897327864,38.25244865903429,30.37194672630876,31.70297988964494,15.957237135113962,16.297229250525213,0.01950212680470303,0.019916107700129224,0.09685845592814257,0.6187534487930832
74,31.750248433378957,36.935611153863796,30.4072792328837,30.613496792544225,16.103448865358786,16.497161506847213,0.020568411673426323,0.0278817179856027,0.09764562886925247,0.5878604470164912
75,32.27886285806251,36.858695959589284,30.988236852923926,30.760768963273165,15.879189153461505,15.275915243063762,0.01908710332172911,0.022909093054996176,0.09411538999630115,0.571630630428624
76,32.21024462390129,37.34586409550563,30.819195776644264,31.076309143357975,17.652661150373767,18.847128874177386,0.022125385606380374,0.022595486823160937,0.09934895936116252,0.5855354776807652
77,32.3098346217514,38.30785668731495,31.05017835831703,31.598754141740738,16.15601815835899,13.69004839392984,0.020246065333676157,0.014098689054987233,0.08958379425765838,0.6431356059138182
78,31.96384696277511,36.44862760555972,30.63727916780945,30.164209620967792,16.72682221039482,16.433066270913287,0.02054737016672978,0.02016555503675133,0.09540314155736762,0.5918633328501586
79,31.791039197341256,37.50555457582899,30.541238788448638,31.111128035624315,15.622439891785916,17.315321114412537,0.018588508638884404,0.02109244446845571,0.09078768694349339,0.6010559818167596
80,31.89475132803173,35.55152356093097,30.62694233213849,29.690740828301497,16.953091015291335,15.469299911693403,0.021454661551034055,0.01287988796355618,0.08839460129580458,0.5577419911790046
81,31.763450560362443,36.45296666576604,30.50948752771558,30.422040556646458,15.939979660541505,15.090995375517826,0.019583988220185575,0.01992756925570737,0.08989192359685383,0.5680939626352043
82,31.86858787682965,38.33588991347392,30.58658502534832,31.1298355965098,16.06712632167065,15.410804001389035,0.020687006471102196,0.03447332959266225,0.09146685464262409,0.670755770555727
83,31.8368397881003,36.410200896536466,30.50535008730486,29.784975805100363,18.012394163614648,23.138003355378558,0.023769219055809938,0.02129647610293832,0.09139112036084504,0.6181092970310502
84,31.644789349392553,36.3937169579184,30.41859513353509,30.19380124814951,17.08651864010355,13.856200114936586,0.019094241549596762,0.011234351783801036,0.0864577574906704,0.5949122229958795
85,31.692464701659844,36.60812817713258,30.50151025669654,30.468543216681024,16.352837393046034,14.229089888797445,0.019306274936022355,0.015247555295373224,0.08345564064489977,0.5844971002287166
86,32.13753172930549,36.57532029850468,30.904954635883538,30.435709734631192,15.307010972591312,13.470809292641414,0.018531866085803723,0.01739221621470846,0.08943736252715559,0.5831154341910295
87,31.85826308160182,36.57064836344142,30.577214844696357,30.18775248679386,17.78922876616573,14.749964191655444,0.02428144582397188,0.014728362393227352,0.08605843934151904,0.6088259938606031
88,31.825128850424687,38.36797394722131,30.588036250580302,31.769129406874345,17.169533762480597,15.46664641920928,0.02088101120556102,0.017157083104370505,0.08567958922647036,0.6272778881203597
89,31.772048887999162,37.11326167841626,30.61566902487479,30.864272731124974,14.920278149187718,15.939938672788584,0.017165600186418693,0.017989357565618626,0.08356926510827449,0.5909875972065955
90,31.956841324906215,38.015803816971506,30.772104202329047,30.75876033685769,15.83943427371247,22.732553008255685,0.02036177807146936,0.03438093252242751,0.0822928645168705,0.6686252315712583
91,31.951513419675706,37.408309632805505,30.716164549903187,30.75923812769021,16.85237898180247,14.701111672030892,0.022328742782173255,0.015629037929947968,0.08437608911886887,0.6345926139290166
92,32.31592516643007,37.55969073058693,31.116686583175074,31.303337467703848,16.33214973854592,15.096145714923834,0.019372841281354275,0.013308941938315227,0.08423823977599058,0.5972435442125721
93,31.71748825595202,37.68972642254678,30.56129842402075,30.995550076672984,15.511395333673033,15.494191315523379,0.019700320327983183,0.015568140965358466,0.08042697611805576,0.6383708803706868
94,31.20107633805336,38.2184526722902,30.037873214468018,31.666423275212573,16.1289865025474,14.663362989000454,0.019282188409429683,0.026847290385300947,0.0809284218097501,0.6137191393193165
95,31.852140849813477,37.43876870270747,30.68320424111603,30.651166636473054,16.77556914380749,17.481125874124515,0.02105900043111933,0.016973156078605896,0.0790801549019516,0.6443229098418716
96,31.7270156574981,37.54406002068975,30.580261559742492,30.999239958015977,15.737894548479554,14.112337640895966,0.01889120495837668,0.029407783678382825,0.0800652120177827,0.6109913191787756
97,31.92040514275241,37.456032844106105,30.793772857207472,31.278669296556217,14.73836269037193,13.994643600123704,0.018141967103914226,0.02303609422817352,0.07980104666405721,0.5807286742006897
98,32.162709820301025,37.82251507461451,30.884819792969452,31.145636030063507,19.090495686396917,13.65381768706498,0.026299563820099892,0.01574110681084311,0.08242523953166155,0.6383087174717788
99,31.83608371095584,36.948460269126166,30.72615584936898,30.49018627822779,15.173156269980819,13.89557330016118,0.01751698328710883,0.012908748760344875,0.07832016207068168,0.6190359732907289
100,31.962216251646467,36.72709432225319,30.847050504611275,30.287804075107452,15.054297817942432,14.41515841757416,0.018105215123852197,0.01852901498223566,0.07837516470077445,0.6110033653913789
101,31.364485500413743,36.74451667032424,30.278098125896797,29.948731471019187,14.90667322895411,15.455824700130778,0.018009199358313285,0.023004386075742685,0.07574087660432176,0.6411413148899746
102,31.687118481492142,39.00989192306616,30.532487693650033,31.138196872298124,15.928337088631242,16.214763951149717,0.01994722060230382,0.05525610021724822,0.07960747075868566,0.7157539055225955
103,31.472311683323074,36.62911089514471,30.326022015203296,30.091674015020867,15.779145510300346,15.19002637437954,0.019767229209470626,0.013530474559516665,0.0791023500889535,0.6250367353486407
104,31.59684710856289,37.520938460234625,30.500413260496487,30.94775250307314,15.778898861097252,15.857437546845455,0.01913245026107944,0.016940577774290824,0.07475117530913124,0.6245375409437592
105,31.622958841836056,36.757135792143025,30.276849239378635,30.15771039731943,21.231279618294952,14.245615752639285,0.0320273435786557,0.01594242092910086,0.0813843647203863,0.6297704384774919
106,31.01710026221507,36.97641301003232,29.963943698522076,30.660916285909664,14.714241683940449,13.234181173288139,0.016051516813390395,0.01652251990737429,0.07456595470320167,0.6018094866518762
107,31.43032561909512,37.507943365983905,30.387445060798274,31.06656902459017,14.605886806917313,14.1671009610413,0.016108399004582555,0.024948017612384382,0.0735898831656174,0.6050472454090786
108,32.02479537124829,36.83571407293818,30.948649032036666,29.890992280024633,15.43726993033953,16.02045506884338,0.018725090014660144,0.026787444284767103,0.07347099886983252,0.6516910605369859
109,32.34440551328537,36.87890434265137,31.19043755714241,30.35694858526728,16.951693477533052,14.064026935844664,0.02116271434232707,0.015908863893739737,0.0773035532588263,0.6222385986215749
110,31.512430877636767,37.94435888642718,30.445125338366573,31.6104226810917,15.36950989818329,14.312278140122723,0.018678154786834326,0.012880490084362638,0.07270157001072974,0.6062137344080931
111,31.546066943946702,36.61618044421931,30.46840479062951,30.284000171977244,16.055653985503994,14.704576625945462,0.020137043255369375,0.02125115151617937,0.0715936534365763,0.5972835376004505
112,31.579695789405452,37.561909876051985,30.544126088661915,30.86151165567386,15.439230059113953,16.823010717987255,0.018220247210139203,0.021613960812805564,0.06991571567245804,0.6316244723690543
113,31.399927425872335,36.90125612392547,30.31499954501686,30.40481288569748,16.097260548330635,14.775709109701168,0.020259993308035615,0.01838124633594683,0.07215579353449175,0.6165057463440925
114,31.781755419338452,36.96639972127927,30.74029036495082,30.45977624054927,15.08908127518871,19.553572284188242,0.018609012789128687,0.022338025888819602,0.07046701677579462,0.6087930833647965
115,31.778153545106463,36.81702097510077,30.615676818906195,30.392697486148517,18.85853074212818,16.715406964538964,0.025910992451640955,0.01496122824917933,0.07150405232081204,0.6107706756918294
116,31.47765430952887,36.60937195067193,30.411969037312073,30.43355904111437,15.90464249047477,13.104855391629942,0.017889285788816565,0.010803822499171943,0.07279248690873365,0.5936834106020107
117,31.614183253949257,37.13585650693079,30.592689483671847,30.58627687442075,14.443411879527295,13.334305307667726,0.017208078328300926,0.01640144199322743,0.07051509971042043,0.6252386194125862
118,31.499496890455866,39.74489739290468,30.397577230887645,30.190830911041065,15.17637049755477,24.31815358787585,0.019282493140081614,0.1046909686106785,0.07575238279699374,0.8265022035616978
119,31.40851661799204,38.12624756393919,30.30465129208382,31.23151492465074,15.864047148038663,18.718216780644312,0.021239907845206882,0.0231964162960174,0.07330381502564091,0.6475818217939632
120,31.101836881369277,36.02011910213786,30.007527717239107,29.884888831217577,16.48443790469938,16.69906445521458,0.020565860716583173,0.017536208128473563,0.07240118070617509,0.5793052784101979
121,31.5695253357558,36.67123948844375,30.41224407844836,29.94190047197281,17.86278463080716,20.80138668133195,0.02380204246477093,0.02093334258741634,0.07408709771981191,0.6312201062015667
122,31.44780532539348,37.48870969881677,30.444490733963754,30.983279823497604,16.378061551876996,15.319435374751972,0.017974152284509996,0.02493228502334303,0.06599721892991715,0.6103162063629763
123,31.034049785350593,37.64636822111288,30.02774620543965,31.326379551249705,14.40649687847518,13.790753012250184,0.018049573959292048,0.009826534113306909,0.06819234074800826,0.6083913989317645
124,31.73014319583278,36.962503457524974,30.767810965438024,30.725722792801584,14.086297294977681,14.100865825725968,0.016435441001296958,0.01479274755830218,0.06572792437368208,0.5947992476118598
125,31.148564222828508,37.40963700166933,30.086958583968375,30.965322646365802,15.323267573285895,22.601747221248164,0.01869179815282602,0.031542095409077445,0.0721641880164728,0.5903191366203272
126,32.00336467396573,37.184196441796175,30.60514306656235,30.32765928802976,22.474156373602046,15.09720638299444,0.038681532111009366,0.017388089447264457,0.07870516568229384,0.6531858129106509
127,30.814728090525282,36.69501650864911,29.89645788187871,29.95118568809169,14.244289653075626,16.756714025120825,0.01459101993409569,0.023848304323330047,0.06300630143759034,0.6338019192598427
128,30.92982858770034,36.91165317851267,29.95561118138111,30.748078267285777,15.337294237083182,15.431561804121467,0.017172785671165838,0.01639642685082308,0.0649288289113175,0.5845458908065869
129,31.507317230829496,38.09364638358924,30.429467636605967,30.650649356234606,16.45972038839784,28.673940196918075,0.02322849151118637,0.07582928268772782,0.06811997772919734,0.6398723064714177
130,31.144773230833167,37.45897222628259,30.111437256074012,30.977966065619402,15.997107650922691,18.70671009865536,0.018542070065617866,0.023653254387484994,0.06881296528232954,0.6057642928449212
131,31.231807863620848,36.786123798151685,30.212743168901603,29.733263872231646,15.458740435597841,17.242114352572496,0.01780056618058773,0.03663041561272493,0.068664967362314,0.6514500819953384
132,31.133389291251103,37.303286570652276,30.05099104249569,30.53121031014023,17.293728122320932,15.01314007704425,0.02136639972477008,0.017329975298255872,0.06960105830136581,0.6448818536321069
133,31.500852979967355,37.43452886107621,30.48687536088402,30.758784603920713,15.81343943017828,14.015489195562472,0.017711788644571135,0.01612632745390485,0.06789024797824385,0.6374487346334822
134,30.771136665588145,37.32422493369716,29.818219116581677,30.50334264062772,15.098848109964825,14.290913035155862,0.018402365314990968,0.013488041367500451,0.06180894205732571,0.654322754805255
135,31.408051861521532,36.37343485643909,30.400974663932,29.839081563767355,15.443195127160347,16.03915767912652,0.018605634379569833,0.020860201234270813,0.06667749764090475,0.6165568331244645
136,31.5429021452394,36.85904128688156,29.97895612497159,29.881648264113505,23.68158293380152,39.854916396414396,0.049457576802319575,0.05221583433211989,0.08330490043752438,0.6057207633972548
137,31.236987267613717,36.280076166626756,30.23509305334457,30.151469169908268,18.796300399029043,15.201964323687704,0.017928731868334134,0.008045495695369258,0.06348232548300396,0.5896212792700264
138,31.189541471583762,36.506167381432405,30.335923194885254,30.194532515896352,13.46494113575772,14.27804760416602,0.013398084799042139,0.018784548066983556,0.05851220038464612,0.5981196994614449
139,31.48064031259483,36.67027994629684,30.58096657506645,30.119666312150894,13.855705262450002,11.962507721724783,0.015307092300766264,0.011380765848099047,0.06081989162739681,0.6317294797130452
140,31.243142756049895,36.789315861501514,30.2612322468282,30.445870083608444,15.307355051455291,15.110479616055823,0.01835409912002056,0.012902956100026513,0.06454795526603804,0.6063440244668609
141,31.437860574258867,37.30086646110389,30.47090859913155,30.44675485647408,14.98536128705115,16.783923683652453,0.01754765574584532,0.011761882502561922,0.06417973216860066,0.6568771143248127
142,31.33045071165275,36.50271976981193,30.351095504468056,29.66560902565148,14.878029685496065,13.919518871671835,0.018313852417499513,0.02877970258141779,0.0647619516765008,0.6410406422653016
143,32.00270853140165,36.61022694095684,30.56765715972237,29.872735345439548,22.600789035982487,15.145680682674335,0.041105657129946266,0.012060399268083511,0.07983980316709241,0.6465551506277103
144,30.89113253644665,37.5606412037163,30.01143964660137,31.118534561934744,14.32023465602904,14.686514016169651,0.013101297418784607,0.013247350218949044,0.06056085086839698,0.6162900285925835
145,31.050683352038682,36.76149735177398,30.153847689518845,30.219558047640856,13.566430601622443,14.538048622714486,0.014162608272279316,0.015557320254623511,0.06196869060318545,0.6241141198926671
146,30.787456569769194,36.21159243735538,29.832874222484698,29.749282958401235,15.596611990038392,16.017200548937367,0.01868882874393707,0.0160499864323124,0.06119147955071982,0.6141797982773204
147,31.020522959092084,36.882909568252074,30.074502409571576,30.493951086785383,14.267527499772093,15.476961342392453,0.01567552232986216,0.014313075193174325,0.06467467839734348,0.6091201178207519
148,31.159433335599388,37.03129917800806,30.22932174687495,29.955068023341475,14.442035381141526,18.577659898502812,0.017425558298749998,0.020786441815127232,0.06116099109607594,0.668279785354426
149,31.12499460113018,36.45110606539781,30.125897086794723,29.896961473355628,15.67854855066675,14.314607213257224,0.02071888077899318,0.013933354881918355,0.06353304471643141,0.6271804421665562
150,31.50906691953654,37.09517766867474,30.41105293922717,30.218175967028188,19.035932022592295,13.40852001214483,0.02571849376344315,0.010285089729697841,0.06507269226287342,0.6640168642921812
151,31.42450026295069,36.7864486305577,30.481792986545415,30.20925656093913,14.849959588111819,14.694746892163709,0.016377279063319917,0.022732042962578452,0.06305986538450793,0.6203151395081714
152,30.666890762651057,35.81908183492673,29.725572248249104,29.693011605815524,14.33473552767273,12.467943835410344,0.015824875410865333,0.009962428147625772,0.06398806378276319,0.5901866120517634
153,31.89692310908871,38.23927369087365,30.717675572466057,31.300016099480306,21.126763886502943,14.92958135665602,0.02666982695879534,0.016154756971225617,0.07015482269619328,0.6628575733133183
154,31.144851017486104,37.133722183810676,30.273182193336584,30.681589156958708,13.801465139364648,13.721281167048557,0.014751564511252792,0.013048103660534901,0.058628611837077856,0.6184569545991861
155,31.52579351703224,36.72445648339144,30.521196203158638,30.387037872508834,16.95054501706682,12.814891201675318,0.020364972788964392,0.012477744916442093,0.06316457770448035,0.6084616947325932
156,30.804480707553953,37.74940433623684,29.926580755911825,30.573919399528748,13.973450541191394,12.569907127671941,0.015714859261232263,0.020923410251641728,0.058117391946225345,0.684076104384319
157,31.21796175646965,36.25780936563091,30.213651055875033,29.95239070722252,15.15810718804674,14.029375562242642,0.019464029375549474,0.018293714827033365,0.06582839113435067,0.5982370488582902
158,31.59933951199817,36.96556760702923,30.60932992486393,29.74507859709916,15.944678684634626,25.203541032827584,0.020906603549752396,0.047903303887434065,0.062170584812638874,0.6489899503007815
159,31.116154795107633,36.36535747795348,30.172245492715664,29.793813134454616,16.062973710277195,13.378748875514717,0.018352012347687238,0.014284256157601715,0.05999429851634633,0.6295057287451568
160,31.435305988087375,38.04504155201517,30.454955107110845,31.368048856212834,15.91289382090654,16.997920066687712,0.019470147617027887,0.023436096823139557,0.06267152441894193,0.6272886805473619
