epoch,train_MSE,test_MSE
168,30.52494611154737,31.6762944482694
169,30.421669112446974,30.790691764491378
170,30.526625823486796,30.79688824210197
171,30.829049267732273,31.14670327059023
172,30.830683024033256,30.257551424062935
173,30.692351733936984,30.482697420059495
174,31.2969248264342,31.246930620472902
175,30.489598613260956,29.597269446986495
176,30.83366902222109,31.567440118000007
177,30.659784270674372,31.759412571123452
178,31.029027575422127,31.641973556226986
179,30.58347152261173,30.82678363581372
180,30.922335949090435,30.987750970633925
181,31.373802715555176,30.501035605266594
182,30.478255090201298,30.33728125748361
183,30.85519053320141,29.474163523145542
184,30.441645502739245,29.914991032545732
185,30.794904910085148,30.47627147747453
186,30.516472970128365,31.64678373154561
187,30.431371894943744,30.18562576269648
188,31.358670871276075,30.139243824466778
189,30.628684463403413,31.68429894659929
190,30.90963660115781,31.646325785642976
191,30.553031103080496,32.039856248600465
192,30.427814159246967,30.86996864513227
193,30.470732913297766,30.974143842223345
194,30.371214364190845,31.008494693002884
195,30.9829676937874,30.795417008126616
196,30.627849925204615,31.511912133283676
197,30.63621828318252,31.32347354159993
198,30.77540113614953,31.697434698700146
199,30.23370489866837,29.911273233450142
